id,Title,url,Product סגנון היצירה,Product טכניקה,Product מצע,Length,Width,Height,filename
2295,זוג אריות,https://under1000.co.il/wp-content/uploads/2020/07/FE6319BD-B5E7-4382-A79E-3A8418FB4BA4-scaled.jpeg,מודרני,צבעי אקריליק|שפכטל,קנבס,1.5,100.0,40.0,2295.jpg
2341,סוס עץ,https://under1000.co.il/wp-content/uploads/2020/07/סוס-עץ.jpg,,דיו|צבעי אקריליק,עץ,2.0,40.0,10.0,2341.jpg
2400,הצבעים של שקיעה,,,צבעי אקריליק,קנבס,3.0,120.0,100.0,
2443,מודליאנה,https://under1000.co.il/wp-content/uploads/2020/07/מודליאנה.jpeg,אמנות עכשווית|פיגורטיבי,צבעי אקריליק,קנבס,3.5,100.0,100.0,2443.jpg
2446,פלורה,https://under1000.co.il/wp-content/uploads/2020/07/WhatsApp-Image-2020-07-07-at-12.00.29.jpeg,דיוקנאות|פופ ארט|פיגורטיבי,צבעי אקריליק,קנבס,3.5,100.0,100.0,2446.jpg
2448,לונה,https://under1000.co.il/wp-content/uploads/2020/07/WhatsApp-Image-2020-07-07-at-12.00.29-1.jpeg,,,,,,,2448.jpg
2495,"TLV BLUE, TURQUOISE &amp; WHITE",https://under1000.co.il/wp-content/uploads/2020/07/CamScanner-07-09-2020-15.20.39_1-scaled.jpg,אמנות רחוב|נוף אורבני,טושים|ספריי,,2.0,100.0,40.0,2495.jpg
2501,"TLV BLUE, YELLOW &amp; GREEN",https://under1000.co.il/wp-content/uploads/2020/07/CamScanner-07-09-2020-15.22.48_1-scaled.jpg,אמנות רחוב|נוף אורבני,ספריי|צבעי אקריליק,,2.0,100.0,40.0,2501.jpg
2512,פורטריט כלב בורזוי לבן,https://under1000.co.il/wp-content/uploads/2020/07/20200711_120945-1-scaled.jpg,ריאליסטי,צבעי אקריליק,עץ,3.0,50.0,92.0,2512.jpg
2545,דג חלודה,,מופשט|ריאליסטי,הדפס,מתכת,,60.0,40.0,
2575,צמחים רקע אדום,,מודרני|מופשט|נופים,צבעי אקריליק,קנבס,,80.0,80.0,
2584,טיול בפארק,https://under1000.co.il/wp-content/uploads/2020/07/110X80B-2-scaled.jpg,,צבעי אקריליק,קנבס,3.0,110.0,80.0,2584.jpg
2595,השתקפות,https://under1000.co.il/wp-content/uploads/2020/07/b2bfccb0-a4a5-4537-9f8b-a53843bece9a.jpg,פיגורטיבי,צבעי אקריליק,קנבס,3.0,60.0,90.0,2595.jpg
2601,"South Tel Aviv, old Jaffa",,נוף אורבני|פיגורטיבי|ריאליסטי,צבעי שמן,קנבס,2.0,80.0,60.0,
2611,אבסטרקט צבעים חום שחור צהוב על לבן,https://under1000.co.il/wp-content/uploads/2020/07/20200721_144957-1-scaled-e1595837445578.jpg,מופשט,צבעי אקריליק,קנבס,,70.0,50.0,2611.jpg
2615,רועי צאן,https://under1000.co.il/wp-content/uploads/2020/07/90x60e-scaled.jpg,,,,3.0,90.0,60.0,2615.jpg
2616,ארוחת צהריים,https://under1000.co.il/wp-content/uploads/2020/07/65X80.jpg,,,,3.0,65.0,80.0,2616.jpg
2618,צהריים ליד הנהר,https://under1000.co.il/wp-content/uploads/2020/07/100X50F-scaled.jpg,,,,3.0,100.0,50.0,2618.jpg
2620,הגעתי הביתה,https://under1000.co.il/wp-content/uploads/2020/07/80X60HH.jpg,,,,3.0,80.0,60.0,2620.jpg
2622,בילי,https://under1000.co.il/wp-content/uploads/2020/07/IMG_1346.jpg,פיגורטיבי,צבעי אקריליק,קנבס,,80.0,100.0,2622.jpg
2627,עופרה,https://under1000.co.il/wp-content/uploads/2020/07/IMG_1350.jpg,פיגורטיבי,צבעי אקריליק,קנבס,,80.0,100.0,2627.jpg
2629,עופרי,https://under1000.co.il/wp-content/uploads/2020/07/IMG_1352.jpg,פיגורטיבי,צבעי אקריליק,קנבס,,80.0,100.0,2629.jpg
2631,פעימה,https://under1000.co.il/wp-content/uploads/2020/07/IMG_1347.jpg,פיגורטיבי,צבעי אקריליק,קנבס,,100.0,100.0,2631.jpg
2633,צללי ירושלים,https://under1000.co.il/wp-content/uploads/2020/07/IMG_1348.jpg,פיגורטיבי,צבעי אקריליק,קנבס,,100.0,100.0,2633.jpg
2634,נקודת מבט,https://under1000.co.il/wp-content/uploads/2020/07/IMG_1351.jpg,פיגורטיבי,צבעי אקריליק,קנבס,,80.0,100.0,2634.jpg
2643,אביב בשדה,https://under1000.co.il/wp-content/uploads/2020/07/WhatsApp-Image-2020-07-27-at-5.34.57-PM.jpeg,מופשט|נופים,צבעי מים / אקוורל,נייר,,40.0,30.0,2643.jpg
2645,ערומים על החוף,https://under1000.co.il/wp-content/uploads/2020/07/WhatsApp-Image-2020-07-27-at-5.34.57-PM-1.jpeg,פיגורטיבי,צבעי מים / אקוורל,נייר,,38.0,56.0,2645.jpg
2648,בשמלה ורודה ופרח,https://under1000.co.il/wp-content/uploads/2020/07/WhatsApp-Image-2020-07-27-at-5.34.58-PM.jpeg,פיגורטיבי,צבעי מים / אקוורל,נייר,,38.0,56.0,2648.jpg
2651,יום קיץ,https://under1000.co.il/wp-content/uploads/2020/07/WhatsApp-Image-2020-07-27-at-5.32.31-PM-4.jpeg,פיגורטיבי,תחריט הדפס עץ,נייר,,110.0,45.0,2651.jpg
2653,סצנה ביתית,https://under1000.co.il/wp-content/uploads/2020/07/WhatsApp-Image-2020-07-27-at-5.32.31-PM-1.jpeg,פיגורטיבי,צבעי מים / אקוורל,נייר,,30.0,35.0,2653.jpg
2655,פרי בשל,https://under1000.co.il/wp-content/uploads/2020/07/WhatsApp-Image-2020-07-27-at-5.32.31-PM.jpeg,פיגורטיבי,צבעי מים / אקוורל,נייר,,25.0,35.0,2655.jpg
2697,כבשה עם נזר ליטוגרפיה,https://under1000.co.il/wp-content/uploads/2020/07/WhatsApp-Image-2020-07-30-at-4.52.29-PM-6.jpeg,קונספטואלי,ליטוגרפיה,נייר,,50.0,60.0,2697.jpg
2698,הרועה,https://under1000.co.il/wp-content/uploads/2020/07/WhatsApp-Image-2020-07-30-at-4.52.29-PM.jpeg,מודרני|פיגורטיבי,צבעי אקריליק,נייר,,45.0,56.0,2698.jpg
2700,סוס צוהל,https://under1000.co.il/wp-content/uploads/2020/07/WhatsApp-Image-2020-07-30-at-4.52.29-PM-3.jpeg,פיגורטיבי,פחם|פסטל,נייר,,40.0,50.0,2700.jpg
2702,מתווה לפסל,https://under1000.co.il/wp-content/uploads/2020/07/Screen-Shot-2020-07-30-at-2.48.03-PM.png,קונספטואלי,עפרונות,נייר,,30.0,25.0,2702.jpg
2704,סבא יהודה מתחפש,https://under1000.co.il/wp-content/uploads/2020/07/WhatsApp-Image-2020-07-30-at-4.52.29-PM-copy.jpeg,נאיבי,טושים|עפרונות|פסטל|צבעי מים / אקוורל,נייר,,60.0,30.0,2704.jpg
2706,מחווה לאביבה אורי,https://under1000.co.il/wp-content/uploads/2020/07/WhatsApp-Image-2020-07-30-at-4.52.29-PM-2.jpeg,קונספטואלי,פחם,נייר,,30.0,40.0,2706.jpg
2723,פסלים במרחב,https://under1000.co.il/wp-content/uploads/2020/07/Screen-Shot-2020-07-30-at-2.40.56-PM.png,קונספטואלי,עפרונות,נייר,,55.0,50.0,2723.jpg
2725,מתווה לפסל 1959,https://under1000.co.il/wp-content/uploads/2020/07/WhatsApp-Image-2020-07-30-at-4.52.29-PM-4.jpeg,פיגורטיבי|קונספטואלי,עפרונות,נייר,,40.0,45.0,2725.jpg
2726,עידן העצבות,https://under1000.co.il/wp-content/uploads/2020/07/WhatsApp-Image-2020-07-30-at-4.52.29-PM-5.jpeg,פיגורטיבי|קונספטואלי,עפרונות,נייר,,45.0,50.0,2726.jpg
2733,אוליביה,https://under1000.co.il/wp-content/uploads/2020/07/IMG_1349-1.jpg,פיגורטיבי,צבעי אקריליק,קנבס,,80.0,100.0,2733.jpg
2740,מודליאנה,https://under1000.co.il/wp-content/uploads/2020/07/D036235E-5B75-4A09-93AF-864859149E95.jpeg,,,,3.5,40.0,40.0,2740.jpg
2743,פלורה,https://under1000.co.il/wp-content/uploads/2020/07/67EAD690-3679-4ECD-962C-0BCA4DDA6CE8.jpeg,פופ ארט,הדפס,נייר,3.5,40.0,40.0,2743.jpg
2745,לונה,https://under1000.co.il/wp-content/uploads/2020/07/DE9B8F15-88EF-493E-AF00-EE3D87F5CFF5.jpeg,,,,3.5,40.0,40.0,2745.jpg
2753,ברוש מסולסל אימפרסיוניסטי 3/5,https://under1000.co.il/wp-content/uploads/2020/06/ברוש-מסולסל-אימפרסיוניטי-36-19-1-מתוך-5-.jpg,נופים,הדפס|צבעי שמן,נייר,4.0,25.0,35.0,2753.jpg
2756,שמים דמיונים,,מופשט,צבעי אקריליק,קנבס,3.0,120.0,90.0,
2758,מסיכה אנושית,https://under1000.co.il/wp-content/uploads/2020/08/PHOTO-2019-04-28-18-26-12_2-2.jpg,אמנות עכשווית,עפרונות|פסטל|צבעי שמן,נייר,,45.0,50.0,2758.jpg
2760,גנרל,https://under1000.co.il/wp-content/uploads/2020/08/PHOTO-2019-04-28-18-26-12_1.jpg,אמנות עכשווית,עפרונות|פסטל|צבעי שמן,נייר,,45.0,50.0,2760.jpg
2762,ברלין 1991,https://under1000.co.il/wp-content/uploads/2020/08/PHOTO-2019-04-28-18-26-11_1.jpg,אמנות עכשווית,עפרונות|פסטל|צבעי שמן,נייר,,40.0,50.0,2762.jpg
2764,ברלין 1991 #2,https://under1000.co.il/wp-content/uploads/2020/08/PHOTO-2019-04-28-18-26-11_2.jpg,אמנות עכשווית,עפרונות|פסטל|צבעי שמן,נייר,,40.0,50.0,2764.jpg
2766,שדה סולארי,https://under1000.co.il/wp-content/uploads/2020/08/24583.jpg,אמנות עכשווית|קונספטואלי,הדפס,נייר,,75.0,60.0,2766.jpg
2769,מולר,https://under1000.co.il/wp-content/uploads/2020/08/24573-scaled.jpg,אמנות עכשווית|קונספטואלי,הדפס,נייר,,40.0,50.0,2769.jpg
2776,ניוטון,https://under1000.co.il/wp-content/uploads/2020/08/24565.jpg,אמנות עכשווית|קונספטואלי,הדפס,נייר,,70.0,50.0,2776.jpg
2777,אלכסה,https://under1000.co.il/wp-content/uploads/2020/08/IMG_1309.jpg,אמנות עכשווית|פיגורטיבי,צבעי אקריליק,קנבס,3.5,100.0,100.0,2777.jpg
2779,כריסטינה,https://under1000.co.il/wp-content/uploads/2020/08/IMG_1308.jpg,אמנות עכשווית|פיגורטיבי,צבעי אקריליק,קנבס,3.5,100.0,100.0,2779.jpg
2781,נקודת מבט #2,https://under1000.co.il/wp-content/uploads/2020/08/IMG_1313-scaled.jpg,אמנות עכשווית|פיגורטיבי,צבעי אקריליק,קנבס,3.5,100.0,100.0,2781.jpg
2785,נקודת מבט,https://under1000.co.il/wp-content/uploads/2020/08/WhatsApp-Image-2020-08-18-at-2.10.20-PM.jpeg,אמנות עכשווית|פיגורטיבי,צבעי אקריליק,קנבס,3.5,100.0,100.0,2785.jpg
2786,לייב סיטי,https://under1000.co.il/wp-content/uploads/2020/08/IMG_1310-scaled.jpg,פיגורטיבי,צבעי אקריליק,קנבס,,90.0,120.0,2786.jpg
2807,חיילי הטרקוטה (העתק),https://under1000.co.il/wp-content/uploads/2020/08/IMG_2383.jpg,אמנות עכשווית|קונספטואלי,הדפס|תחריט לינולאום,נייר,,50.0,70.0,2807.jpg
2808,עידן המדע דימונה,https://under1000.co.il/wp-content/uploads/2020/08/Copy-of-דימונה-עידן-המדע.jpg,אמנות עכשווית,עפרונות|פסטל|צבעי שמן,נייר,,40.0,50.0,2808.jpg
2849,גילויים 1,,מופשט,צבעי אקריליק,קנבס,3.0,100.0,100.0,
2852,גילויים 2,,מופשט,צבעי אקריליק,קנבס,3.0,100.0,100.0,
2862,פרפרים בראש,https://under1000.co.il/wp-content/uploads/2020/08/bd3b3e7f-7642-426b-8f39-c1f43f00476c.jpg,פיגורטיבי,צבעי שמן,קנבס,3.0,50.0,70.0,2862.jpg
2901,חיבוק,,מודרני|פיגורטיבי,צבעי שמן,קנבס,3.0,120.0,90.0,
2947,שמלה לבנה,,אמנות עכשווית|מודרני|פיגורטיבי,צבעי אקריליק|צבעי שמן,עץ,,70.0,90.0,
2950,גולשים בין ערביים,https://under1000.co.il/wp-content/uploads/2020/08/WhatsApp-Image-2020-08-18-at-2.10.18-PM.jpeg,נופים,צבעי אקריליק,קנבס,,120.0,100.0,2950.jpg
2954,רוקו,https://under1000.co.il/wp-content/uploads/2020/08/WhatsApp-Image-2020-08-18-at-3.56.17-PM-1.jpeg,פיגורטיבי,צבעי אקריליק,קנבס,,100.0,100.0,2954.jpg
2995,כיסא אדום,,אמנות עכשווית|קונספטואלי,צבעי אקריליק,קנבס,,70.0,100.0,
3012,דונלד דאק מיליונר,https://under1000.co.il/wp-content/uploads/2020/08/PHOTO-2020-07-09-14-40-15-2.jpg,פופ ארט,קולאז' דיגיטילי,נייר,,50.0,70.0,3012.jpg
3026,מילקשייק קשת בענן,https://under1000.co.il/wp-content/uploads/2020/08/eaf593d7-58a9-41a8-92d5-a1d3ab58efd1.jpg,פיגורטיבי|ריאליסטי,צבעי אקריליק,קנבס,,40.0,40.0,3026.jpg
3028,שייק פירות מבעבע,https://under1000.co.il/wp-content/uploads/2020/08/831c5679-e7af-4122-8fc1-41ed03c3b35d.jpg,פופ ארט|פיגורטיבי|ריאליסטי,צבעי אקריליק,קנבס,,40.0,40.0,3028.jpg
3030,קוקטייל קיץ,https://under1000.co.il/wp-content/uploads/2020/08/a1624e73-2118-42b7-a97f-745733d59493.jpg,פופ ארט|ריאליסטי,צבעי אקריליק,קנבס,,40.0,40.0,3030.jpg
3032,קינוח נוזל,https://under1000.co.il/wp-content/uploads/2020/08/PHOTO-2020-08-26-14-22-25-3.jpg,פופ ארט|ריאליסטי,צבעי אקריליק,קנבס,,40.0,40.0,3032.jpg
3034,הדובדבן שבקאפקייק,https://under1000.co.il/wp-content/uploads/2020/08/PHOTO-2020-08-26-14-22-25-2.jpg,פופ ארט|פיגורטיבי,צבעי אקריליק,קנבס,,50.0,50.0,3034.jpg
3036,קאפקייק כחול לבן,https://under1000.co.il/wp-content/uploads/2020/08/PHOTO-2020-08-26-14-22-25.jpg,פופ ארט|ריאליסטי,צבעי אקריליק,קנבס,,50.0,50.0,3036.jpg
3040,"קוקטייל כוכבים, מריה",https://under1000.co.il/wp-content/uploads/2020/08/00bbdf45-59d5-49fb-854f-1b5d461e26da.jpg,פיגורטיבי|ריאליסטי,צבעי אקריליק,קנבס,,50.0,50.0,3040.jpg
3132,טיול רומנטי,https://under1000.co.il/wp-content/uploads/2020/08/romantic-walk-100x90-1.jpg,פופ ארט|פיגורטיבי,חול ים|צבעי אקריליק,קנבס,3.0,100.0,90.0,3132.jpg
3136,יום חדש מתחיל,https://under1000.co.il/wp-content/uploads/2020/08/another-day-is-beginning-100x90-1.jpg,פופ ארט|פיגורטיבי,צבעי אקריליק,קנבס,3.0,90.0,100.0,3136.jpg
3138,טיסת לילה,https://under1000.co.il/wp-content/uploads/2020/08/night-flight-120.jpg,פופ ארט|פיגורטיבי,צבעי אקריליק,קנבס,3.0,120.0,120.0,3138.jpg
3140,הלו טקסי,https://under1000.co.il/wp-content/uploads/2020/08/tlv-taxi-120x100-1-scaled.jpg,פופ ארט|פיגורטיבי,צבעי אקריליק,קנבס,3.0,120.0,100.0,3140.jpg
3142,לוח מודעות,https://under1000.co.il/wp-content/uploads/2020/08/showboad-70x60-1-scaled.jpg,פופ ארט|פיגורטיבי,צבעי אקריליק,קנבס,3.0,60.0,70.0,3142.jpg
3144,לשמוע ולהיזכר,https://under1000.co.il/wp-content/uploads/2020/08/music-70x60-1-scaled.jpg,פופ ארט|פיגורטיבי,צבעי אקריליק,קנבס,3.0,60.0,70.0,3144.jpg
3183,קרב פחיות,https://under1000.co.il/wp-content/uploads/2020/09/קוקה-קולה.jpg,פופ ארט,צבעי שמן,קנבס,,100.0,100.0,3183.jpg
3206,נוף גלילי,https://under1000.co.il/wp-content/uploads/2020/09/IMG_0446-scaled.jpg,נופים,צבעי אקריליק,זכוכית|מתכת|נייר|עץ|פורמייקה|פורצלן|רדי מייד,,130.0,70.0,3206.jpg
3213,זוג סוסים בחוף מביטים בגלים,https://under1000.co.il/wp-content/uploads/2020/09/Two-horses_06-scaled.jpg,פיגורטיבי,צבעי אקריליק,קנבס,3.0,100.0,100.0,3213.jpg
3214, סוס גיאומטרי מביט לים הגדול,https://under1000.co.il/wp-content/uploads/2020/09/One-horses_06-scaled.jpg,פיגורטיבי,צבעי אקריליק,קנבס,3.0,100.0,100.0,3214.jpg
3224,לבד בבית,https://under1000.co.il/wp-content/uploads/2020/09/90X50B.jpg,,צבעי אקריליק,קנבס,3.0,90.0,50.0,3224.jpg
3226,הקונצ'רטו הכפול,https://under1000.co.il/wp-content/uploads/2020/09/50X50C.jpg,,צבעי אקריליק,קנבס,3.0,50.0,50.0,3226.jpg
3228,ראשית היישוב,https://under1000.co.il/wp-content/uploads/2020/09/90X60-A.jpg,,צבעי אקריליק,קנבס,3.0,90.0,60.0,3228.jpg
3230,נופים מוכרים,https://under1000.co.il/wp-content/uploads/2020/09/80X60A.jpg,,צבעי אקריליק,קנבס,3.0,80.0,60.0,3230.jpg
3232,כלב ואיש בבית,https://under1000.co.il/wp-content/uploads/2020/09/100X80C.jpg,,צבעי אקריליק,קנבס,3.0,100.0,80.0,3232.jpg
3234,סוס סגול בשדה כחול,https://under1000.co.il/wp-content/uploads/2020/09/One-perpule-horses_06.jpg,פיגורטיבי,צבעי אקריליק,קנבס,3.0,100.0,100.0,3234.jpg
3239,A free love monster,https://under1000.co.il/wp-content/uploads/2020/09/A-free-love-monster-scaled.jpg,סוריאליזם,צבעי אקריליק,עץ,2.0,45.0,80.0,3239.jpg
3242,ELMO,https://under1000.co.il/wp-content/uploads/2020/09/ELMO_monster-scaled.jpg,סוריאליזם,צבעי אקריליק,עץ,2.0,27.0,50.0,3242.jpg
3314,השליח,https://under1000.co.il/wp-content/uploads/2020/09/70X85-scaled.jpg,,צבעי אקריליק,קנבס,2.0,,85.0,3314.jpg
3315,עבודת אדמה,https://under1000.co.il/wp-content/uploads/2020/09/80x60f-scaled.jpg,,צבעי אקריליק,קנבס,3.0,80.0,60.0,3315.jpg
3317,נוף כפרי ואוירון,https://under1000.co.il/wp-content/uploads/2020/09/50X70A-scaled.jpg,,צבעי אקריליק,קנבס,2.0,50.0,70.0,3317.jpg
3342,נוף גלילי,https://under1000.co.il/wp-content/uploads/2020/09/IMG_0999-2.jpg,נופים,צבעי אקריליק,קנבס,,60.0,60.0,3342.jpg
3343,נוף גלילי,https://under1000.co.il/wp-content/uploads/2020/09/IMG_0999-3.jpg,נופים,צבעי אקריליק,קנבס,,60.0,60.0,3343.jpg
3455,דגים המזל,https://under1000.co.il/wp-content/uploads/2020/10/IMG_1137-scaled.jpg,פופ ארט,צבעי אקריליק,,,120.0,70.0,3455.jpg
3457,נוף גלילי,https://under1000.co.il/wp-content/uploads/2020/10/IMG_1140-scaled.jpg,נופים,צבעי אקריליק,קנבס,,80.0,70.0,3457.jpg
3460,נוף גלילי,https://under1000.co.il/wp-content/uploads/2020/10/IMG_1141-scaled.jpg,נופים,צבעי אקריליק,קנבס,,80.0,70.0,3460.jpg
3463,זוגיזוג,https://under1000.co.il/wp-content/uploads/2020/10/IMG_0228-scaled.jpg,אמנות עכשווית,צבעי אקריליק,קנבס,,80.0,120.0,3463.jpg
3465,LOVE IS IN THE....,https://under1000.co.il/wp-content/uploads/2020/10/IMG_1157-scaled.jpg,אמנות עכשווית,צבעי אקריליק,קנבס,,80.0,120.0,3465.jpg
3523,דרום יפו הפסקת צהריים / South Tel-Aviv,,פיגורטיבי|ריאליסטי,צבעי שמן,,2.0,80.0,60.0,
3525,מנוחה מתחת לשמשיה ושמש / Relax under an umbrella and sun,,מודרני|נוף אורבני|נופים|פיגורטיבי|ריאליסטי,צבעי שמן,,2.0,80.0,60.0,
3634,ציפור קטנה,,נאיבי|נופים,חול ים,קנבס,,50.0,50.0,
3635,סוס גיאומטרי בצהרי היום,https://under1000.co.il/wp-content/uploads/2020/11/סוס-גיאומטרי-בצהרי-היום-scaled.jpg,פיגורטיבי,צבעי אקריליק,קנבס,3.0,100.0,70.0,3635.jpg
3641,סוס גיאומטרי - סוף הדרך,https://under1000.co.il/wp-content/uploads/2020/11/B01-scaled.jpg,פיגורטיבי,צבעי אקריליק,קנבס,3.0,70.0,100.0,3641.jpg
3642,סוס גיאומטרי סוף הדרך,https://under1000.co.il/wp-content/uploads/2020/11/B02-scaled.jpg,פיגורטיבי,צבעי אקריליק,קנבס,3.0,70.0,100.0,3642.jpg
3643,סוס גיאומטרי בלב מדבר A01,https://under1000.co.il/wp-content/uploads/2020/11/A01-scaled.jpg,פיגורטיבי,צבעי אקריליק,קנבס,3.0,70.0,100.0,3643.jpg
3644,סוס גיאומטרי בלב מדבר,https://under1000.co.il/wp-content/uploads/2020/11/A02-scaled.jpg,פיגורטיבי,צבעי אקריליק,קנבס,3.0,70.0,100.0,3644.jpg
3658,פני זקן - רקמה על כותנה,https://under1000.co.il/wp-content/uploads/2020/11/35-scaled.jpg,אמנות עכשווית|דיוקנאות|מודרני|פיגורטיבי,תפירה,בד,1.0,34.5,34.5,3658.jpg
3661,רגע לבד - רקמה על כותנה,https://under1000.co.il/wp-content/uploads/2020/11/32-scaled.jpg,דיוקנאות|פיגורטיבי|ריאליסטי,תפירה,,1.0,34.5,34.5,3661.jpg
3663,Pink - רקמה על כותנה,https://under1000.co.il/wp-content/uploads/2020/11/33-3-scaled.jpg,,תפירה,בד,1.0,34.5,34.5,3663.jpg
3665,סימני הזמן - רקמה על כותנה,https://under1000.co.il/wp-content/uploads/2020/11/34-scaled.jpg,דיוקנאות|מודרני|פיגורטיבי|קונספטואלי|ריאליסטי,תפירה,בד,1.0,34.5,34.5,3665.jpg
3668,Golden- רקמה על כותנה,https://under1000.co.il/wp-content/uploads/2020/11/IMG_2233-scaled.jpg,דיוקנאות|מודרני|פופ ארט|פיגורטיבי|ריאליסטי,תפירה,בד,1.0,34.5,34.5,3668.jpg
3670,Golden trees in autumn forest,,,צבעי שמן,קנבס,25.0,90.0,60.0,
3674,פרחונית - רקמה על כותנה,https://under1000.co.il/wp-content/uploads/2020/11/20201118_101145-scaled.jpg,דיוקנאות|פיגורטיבי|ריאליסטי,תפירה,בד,1.0,34.5,34.5,3674.jpg
3678,POP! - רקמה על כותנה,https://under1000.co.il/wp-content/uploads/2020/11/20201118_092953-1-scaled.jpg,אמנות עכשווית|דיוקנאות|פופ ארט|פיגורטיבי|ריאליסטי,תפירה,בד,1.0,34.5,34.5,3678.jpg
3683,דיוקן אשה- רקמה על כותנה,https://under1000.co.il/wp-content/uploads/2020/11/2-2-scaled.jpg,,תפירה,בד,1.0,34.5,34.5,3683.jpg
3685,כיף על הדשא- רקמה על כותנה,https://under1000.co.il/wp-content/uploads/2020/11/20201118_091459-scaled.jpg,,תפירה,בד,1.0,34.5,34.5,3685.jpg
3687,אשה אפריקאית- רקמה על כותנה,https://under1000.co.il/wp-content/uploads/2020/11/20201118_100928.jpg,,תפירה,בד,1.0,34.5,34.5,3687.jpg
3690,דיוקן מינימליסטי - רקמה על כותנה,https://under1000.co.il/wp-content/uploads/2020/11/20201118_100841-1.jpg,,תפירה,בד,1.0,34.5,34.5,3690.jpg
3692,מחשבות,,,צבעי אקריליק,קנבס,3.0,90.0,110.0,
3702,רכות - רקמה על כותנה,https://under1000.co.il/wp-content/uploads/2020/11/20201124_094355-scaled.jpg,,תפירה,בד,1.0,34.5,34.5,3702.jpg
3704,פרפר - רקמה על כותנה,https://under1000.co.il/wp-content/uploads/2020/11/20201124_093310-scaled.jpg,,תפירה,בד,1.0,34.5,34.5,3704.jpg
3715,יער בסתיו זהב /Golden autumn,,,צבעי שמן,קנבס,2.0,90.0,60.0,
3717,צעירה בסטודיו,,,צבעי שמן,קנבס,2.0,90.0,60.0,
3726,Bart,https://under1000.co.il/wp-content/uploads/2020/11/BART-scaled.jpg,אמנות רחוב,צבעי אקריליק,קנבס,3.0,65.0,80.0,3726.jpg
3752,טוטו וג'וני,https://under1000.co.il/wp-content/uploads/2020/12/80X70B-scaled.jpg,,צבעי אקריליק,קנבס,2.0,80.0,70.0,3752.jpg
3754,שלושה בדירה אחת,https://under1000.co.il/wp-content/uploads/2020/12/90X60C-scaled.jpg,,צבעי אקריליק,קנבס,3.0,90.0,60.0,3754.jpg
3758,שעת מנחה,https://under1000.co.il/wp-content/uploads/2020/12/45X45A.jpg,,צבעי אקריליק,קנבס,3.0,45.0,45.0,3758.jpg
3760,חיבוק ושני חתולים,https://under1000.co.il/wp-content/uploads/2020/12/70X60B-1-scaled.jpg,,צבעי אקריליק,קנבס,3.0,70.0,60.0,3760.jpg
3763,רגע של מנוחה,https://under1000.co.il/wp-content/uploads/2020/12/50X50D.jpg,,צבעי אקריליק,קנבס,3.0,50.0,50.0,3763.jpg
3766,"ברושים בנוף, גליה גור",https://under1000.co.il/wp-content/uploads/2020/12/60X50A-scaled.jpg,,צבעי אקריליק,קנבס,3.0,60.0,50.0,3766.jpg
3769,תרנגול שחור,https://under1000.co.il/wp-content/uploads/2020/12/110X80E-scaled.jpg,,,,3.0,110.0,80.0,3769.jpg
3772,?HOW,https://under1000.co.il/wp-content/uploads/2020/12/40X40C.jpg,,צבעי אקריליק,קנבס,3.0,40.0,40.0,3772.jpg
3774,גשם,https://under1000.co.il/wp-content/uploads/2020/12/40X40B.jpg,,צבעי אקריליק,קנבס,3.0,40.0,40.0,3774.jpg
3776,צללים,,,צבעי אקריליק,קנבס,140.0,3.0,100.0,
3782,לב סירה כחול על רשת כסף 1/10,https://under1000.co.il/wp-content/uploads/2020/12/לב-כחול-רשת-כסף-.jpg,פיגורטיבי,הדפס,נייר,,,,3782.jpg
3783,פרח 1/4,https://under1000.co.il/wp-content/uploads/2020/12/40-40-פרח-5.jpg,פיגורטיבי,הדפס|צבעי אקריליק,נייר,,,,3783.jpg
3793,שלושה שוורים,https://under1000.co.il/wp-content/uploads/2020/12/80X60P-scaled.jpg,,צבעי אקריליק,קנבס,3.0,80.0,60.0,3793.jpg
3795,חלומות,,,צבעי אקריליק,קנבס,3.0,90.0,110.0,
3814,זוגיות בגיל השלישי,https://under1000.co.il/wp-content/uploads/2020/12/זוגיות-בגיל-השליש_n.jpg,,צבעי אקריליק,קנבס,3.0,50.0,50.0,3814.jpg
3820,הולכים על הידיים,https://under1000.co.il/wp-content/uploads/2020/12/129577397_10158468168249718_7970049918488398341_n.jpg,,צבעי אקריליק,קנבס,3.0,80.0,80.0,3820.jpg
3858,'WALKER WITH SNEAKER' - סדרת אנשים,https://under1000.co.il/wp-content/uploads/2021/01/WALKER-WITH-SNEAKERS.jpg,,חיתוך לייזר,מתכת,,26.0,41.5,3858.jpg
3859,'INNOCENT WALKER' - סדרת אנשים,https://under1000.co.il/wp-content/uploads/2021/01/INNOCENT-WALKER.jpg,,חיתוך לייזר,מתכת,,28.0,41.5,3859.jpg
3860,'TALKING WALKER' - סדרת אנשים,https://under1000.co.il/wp-content/uploads/2021/01/TALKING-WALKER.jpg,,חיתוך לייזר,מתכת,,29.5,41.5,3860.jpg
3864,'DOG WALKER' - סדרת אנשים,https://under1000.co.il/wp-content/uploads/2021/01/DOG-WALKER.jpg,,חיתוך לייזר,מתכת,,42.0,41.0,3864.jpg
3865,'TRAVELER ON SCOOTER' - סדרת אנשים,https://under1000.co.il/wp-content/uploads/2021/01/TRAVELER-ON-SCOOTER.jpg,,חיתוך לייזר,מתכת,,21.5,41.5,3865.jpg
